jurisdiccion;ID1;sector;ambito;presentismo;respondente;matricula del marco;participa
70;405960071403064;Estatal;Urbano;88;85;89;1
70;200500350020200;Estatal;Urbano;73;73;77;1
70;241200420024241;Estatal;Urbano;67;65;68;1
70;406000700040406;Estatal;Rural;10;10;11;1
70;447700770044447;Estatal;Rural;23;23;24;1
70;489600840048489;Estatal;Rural;1;1;1;1
70;574000980056574;Estatal;Rural;2;2;8;1
70;659200112006465;Estatal;Rural;2;2;4;1
70;702100119006870;Estatal;Urbano;52;52;55;1
70;788500133007678;Estatal;Urbano;37;37;38;1
70;875700147008487;Estatal;Urbano;28;27;29;1
70;919600154008891;Estatal;Urbano;54;54;56;1
70;963700161009296;Estatal;Urbano;49;49;50;1
70;100800016800961;Estatal;Urbano;50;49;77;1
70;109720018201041;Estatal;Rural;9;9;9;1
70;118720019601121;Estatal;Urbano;56;52;62;1
70;123250020301161;Privado;Rural;38;38;41;1
70;127800021001201;Estatal;Rural;13;13;13;1
70;132370021701241;Estatal;Rural;17;17;18;1
70;146200023801361;Estatal;Rural;38;38;46;1
70;150850024501401;Estatal;Rural;10;10;12;1
70;155520025201441;Estatal;Rural;50;50;53;1
70;160210025901481;Estatal;Rural;2;2;2;1
70;164920026601521;Estatal;Rural;23;23;24;1
70;174400028001601;Estatal;Rural;11;11;11;1
70;179170028701641;Estatal;Rural;35;35;37;1
70;183960029401681;Estatal;Rural;10;10;12;1
70;193600030801761;Estatal;Urbano;102;99;168;1
70;208210032901882;Privado;Urbano;4;4;18;1
70;218050034301962;Estatal;Rural;5;5;6;1
70;223000035002002;Estatal;Rural;2;2;2;1
70;227970035702042;Estatal;Rural;2;2;2;1
70;232960036402082;Estatal;Rural;3;3;4;1
70;243000037802162;Estatal;Rural;18;18;25;1
70;253120039202242;Estatal;Urbano;42;41;45;1
70;273600042002402;Estatal;Urbano;10;10;10;1
70;294400044802562;Privado;Urbano;54;54;70;1
70;315520047602723;Estatal;Rural;11;11;17;1
70;326200049002803;Estatal;Rural;12;12;13;1
70;331570049702843;Estatal;Urbano;16;16;17;1
70;336960050402883;Estatal;Rural;11;11;11;1
70;342370051102923;Estatal;Rural;5;5;5;1
70;347800051802963;Estatal;Rural;11;11;11;1
70;353250052503003;Estatal;Urbano;44;44;47;1
70;364210053903083;Estatal;Rural;22;22;24;1
70;375250055303163;Estatal;Urbano;42;42;51;1
70;386370056703243;Estatal;Urbano;71;71;94;1
70;403200058803364;Estatal;Urbano;114;104;157;1
70;408850059503404;Estatal;Rural;14;2;17;1
70;414520060203444;Estatal;Rural;26;26;26;1
70;420210060903484;Estatal;Rural;6;6;8;1
70;425920061603524;Estatal;Rural;18;18;19;1
70;431650062303564;Estatal;Rural;23;22;27;1
70;437400063003604;Estatal;Urbano;76;76;81;1
70;443170063703644;Estatal;Urbano;60;60;62;1
70;454770065103724;Estatal;Rural;7;7;7;1
70;460600065803764;Estatal;Rural;5;5;5;1
70;472320067203844;Estatal;Urbano;52;52;56;1
70;490050069303964;Estatal;Rural;16;16;19;1
70;496000070004004;Estatal;Rural;9;9;9;1
70;513970072104125;Estatal;Urbano;22;22;24;1
70;301200420030301;Estatal;Rural;57;55;63;1
70;454500630045454;Estatal;Urbano;26;26;30;1
70;557700770055557;Estatal;Urbano;43;43;63;1
70;714000980070714;Estatal;Rural;2;2;5;1
70;766500105007576;Estatal;Rural;3;3;3;1
70;872100119008587;Estatal;Rural;4;4;4;1
70;925200126009092;Estatal;Urbano;36;35;36;1
70;978500133009597;Estatal;Rural;6;6;7;1
70;108570014701051;Estatal;Rural;7;7;9;1
70;113960015401101;Estatal;Rural;4;3;4;1
70;119370016101151;Estatal;Rural;5;5;5;1
70;124800016801201;Estatal;Rural;5;5;5;1
70;141210018901351;Estatal;Urbano;52;51;60;1
70;146720019601401;Estatal;Urbano;34;34;36;1
70;152250020301451;Estatal;Urbano;39;39;40;1
70;157800021001501;Estatal;Urbano;10;10;12;1
70;163370021701551;Privado;Urbano;83;83;134;1
70;168960022401601;Estatal;Urbano;43;43;46;1
70;174570023101651;Estatal;Urbano;31;31;36;1
70;180200023801701;Estatal;Rural;54;54;61;1
70;185850024501751;Estatal;Urbano;56;56;56;1
70;185853524501751;Estatal;Urbano;24;24;27;1
70;202920026601902;Estatal;Rural;3;3;3;1
70;214400028002002;Estatal;Rural;18;18;18;1
70;220170028702052;Estatal;Rural;4;4;4;1
70;231770030102152;Estatal;Rural;4;4;5;1
70;237600030802202;Estatal;Rural;14;13;14;1
70;243450031502252;Estatal;Rural;2;2;2;1
70;249320032202302;Estatal;Rural;2;2;3;1
70;255210032902352;Estatal;Rural;1;1;1;1
70;261120033602402;Estatal;Rural;2;2;3;1
70;273000035002502;Estatal;Urbano;42;40;45;1
70;290970037102652;Estatal;Urbano;39;39;41;1
70;297000037802702;Privado;Urbano;46;46;54;1
70;309120039202803;Privado;Urbano;45;45;87;1
70;333600042003003;Estatal;Rural;26;26;26;1
70;339770042703053;Estatal;Rural;23;23;25;1
70;352170044103153;Estatal;Urbano;17;17;17;1
70;358400044803203;Estatal;Rural;4;4;5;1
70;364650045503253;Estatal;Rural;7;7;9;1
70;370920046203303;Estatal;Urbano;76;76;83;1
70;377210046903353;Estatal;Urbano;27;27;29;1
70;389850048303453;Estatal;Urbano;54;54;60;1
70;402570049703554;Estatal;Rural;2;2;2;1
70;434720053203804;Privado;Urbano;28;28;29;1
70;441210053903854;Estatal;Rural;1;1;2;1
70;447720054603904;Estatal;Rural;23;23;65;1
70;454250055303954;Estatal;Rural;12;11;13;1
70;460800056004004;Estatal;Urbano;16;16;16;1
70;467370056704054;Estatal;Urbano;25;25;27;1
70;473960057404104;Estatal;Urbano;22;22;24;1
70;487200058804204;Estatal;Urbano;20;20;56;1
70;493850059504254;Privado;Urbano;80;80;108;1
70;500520060204305;Estatal;Urbano;33;31;33;1
70;507210060904355;Estatal;Urbano;61;61;81;1
70;513920061604405;Estatal;Urbano;20;20;23;1
70;527400063004505;Estatal;Urbano;23;23;25;1
70;534170063704555;Privado;Urbano;68;68;83;1
70;540960064404605;Estatal;Urbano;35;35;42;1
70;568320067204805;Estatal;Rural;86;86;89;1
70;582120068604905;Estatal;Urbano;30;28;36;1
70;589050069304955;Estatal;Urbano;46;46;48;1
70;596000070005005;Estatal;Urbano;37;36;41;1
70;616970072105156;Estatal;Urbano;19;19;21;1
70;240000280024240;Estatal;Urbano;25;25;36;1
70;300500350030300;Estatal;Urbano;35;35;40;1
70;483200560048483;Privado;Urbano;55;55;82;1
70;544500630054544;Estatal;Urbano;79;79;96;1
70;667700770066667;Estatal;Urbano;28;28;32;1
70;791700910078791;Estatal;Urbano;23;23;26;1
70;854000980084854;Privado;Urbano;46;43;52;1
70;979200112009697;Estatal;Urbano;12;12;14;1
70;104210011901021;Privado;Urbano;61;60;82;1
70;110520012601081;Estatal;Urbano;28;28;29;1
70;116850013301141;Estatal;Urbano;8;8;10;1
70;148800016801441;Privado;Urbano;34;31;63;1
70;174720019601681;Privado;Urbano;54;52;57;1
70;200960022401922;Privado;Urbano;37;37;50;1
70;220850024502102;Estatal;Rural;31;31;32;1
70;234210025902222;Privado;Urbano;16;16;31;1
70;281600030802642;Privado;Urbano;50;50;55;1
70;302210032902823;Estatal;Rural;51;51;55;1
70;309120033602883;Privado;Urbano;41;41;44;1
70;400770042703664;Estatal;Rural;5;5;5;1
70;317770030103013;Privado;Urbano;31;30;61;1
70;325600030803083;Privado;Rural;30;30;58;1
70;396970037103713;Privado;Urbano;11;11;19;1
70;502920046204625;Privado;Urbano;67;67;102;1
70;519520047604765;Privado;Urbano;14;13;45;1
70;527850048304835;Privado;Urbano;31;31;68;1
70;620800056005606;Estatal;Urbano;18;18;22;1
70;681210060906096;Privado;Urbano;83;82;101;1
70;724960064406447;Privado;Urbano;4;3;15;1
70;562100490056562;Privado;Urbano;19;18;27;1
70;887700770088887;Privado;Urbano;41;37;42;1
70;138210011901361;Estatal;Urbano;43;43;48;1
70;146520012601441;Estatal;Urbano;50;50;55;1
70;188370016101841;Estatal;Urbano;11;11;15;1
70;222210018902162;Estatal;Urbano;29;29;36;1
70;290850024502802;Privado;Urbano;20;20;31;1
70;316920026603043;Estatal;Urbano;25;25;26;1
70;325650027303123;Estatal;Urbano;36;36;40;1
70;486210039904564;Privado;Urbano;19;19;33;1
70;758520060206887;Privado;Urbano;9;9;17;1
70;826770065107448;Estatal;Urbano;14;14;20;1
70;836600065807528;Estatal;Urbano;21;21;25;1
70;925970072108249;Estatal;Urbano;44;43;44;1
70;450500350045450;Estatal;Urbano;60;60;68;1
70;728250052506757;Estatal;Urbano;22;22;26;1
70;422100469067042;Estatal;Urbano;46;46;55;1
70;435200476068043;Estatal;Urbano;37;37;43;1
70;503700511073050;Estatal;Urbano;54;51;57;1
70;705200602086070;Estatal;Urbano;48;48;56;1
74;500370000500370;Estatal;Rural;2;2;2;1
74;120044400012004;Estatal;Rural;3;3;3;1
74;210051800021005;Estatal;Rural;3;3;3;1
74;117009620001170;Estatal;Rural;4;4;4;1
74;165001110000165;Estatal;Rural;8;7;8;1
74;192001184000192;Estatal;Rural;1;1;1;1
74;221001258000221;Estatal;Rural;4;4;4;1
74;320001480000320;Estatal;Rural;11;11;11;1
74;357001554000357;Estatal;Rural;4;4;4;1
74;437001702000437;Estatal;Rural;3;3;3;1
74;480001776000480;Estatal;Rural;6;6;6;1
74;525001850000525;Estatal;Rural;2;2;2;1
74;621001998000621;Estatal;Rural;3;3;3;1
74;672002072000672;Estatal;Rural;11;1;11;1
74;725002146000725;Estatal;Rural;2;2;2;1
74;780002220000780;Estatal;Rural;2;2;2;1
74;837002294000837;Estatal;Rural;39;34;39;1
74;896002368000896;Estatal;Rural;2;2;3;1
74;957002442000957;Estatal;Rural;11;11;12;1
74;102000251600010;Estatal;Rural;1;1;2;1
74;159600310800015;Estatal;Urbano;29;29;36;1
74;184500333000018;Estatal;Urbano;61;60;61;1
74;211200355200021;Estatal;Rural;8;8;12;1
74;230000370000023;Estatal;Rural;1;1;1;1
74;259700392200025;Estatal;Rural;5;5;7;1
74;280500407000028;Estatal;Rural;4;4;4;1
74;291200414400029;Estatal;Rural;3;3;6;1
74;302100421800030;Estatal;Rural;4;4;4;1
74;313200429200031;Estatal;Rural;0;0;11;0
74;324500436600032;Estatal;Rural;2;2;2;1
74;359600458800035;Estatal;Rural;1;1;2;1
74;384000473600038;Estatal;Rural;1;1;1;1
74;462000518000046;Estatal;Rural;0;0;1;0
74;503700540200050;Estatal;Rural;26;26;30;1
74;518000547600051;Estatal;Rural;15;15;15;1
74;592500584600059;Estatal;Urbano;61;61;66;1
74;672000621600067;Privado;Urbano;36;18;40;1
74;688500629000068;Estatal;Urbano;59;59;64;1
74;705200636400070;Privado;Urbano;23;23;25;1
74;722100643800072;Estatal;Urbano;107;106;119;1
74;809600680800080;Estatal;Urbano;52;50;59;1
74;827700688200082;Estatal;Urbano;77;76;94;1
74;846000695600084;Estatal;Urbano;36;36;38;1
74;883200710400088;Estatal;Urbano;72;54;80;1
74;902100717800090;Estatal;Urbano;34;34;42;1
74;921200725200092;Estatal;Rural;13;13;14;1
74;940500732600094;Estatal;Rural;13;13;14;1
74;979700747400097;Estatal;Urbano;50;43;50;1
74;400002960044000;Privado;Urbano;35;35;45;1
74;505003700055050;Estatal;Urbano;79;77;87;1
74;612004440066120;Estatal;Urbano;65;63;76;1
74;721005180077210;Privado;Urbano;14;14;14;1
74;832005920088320;Estatal;Urbano;63;62;74;1
74;945006660099450;Estatal;Urbano;32;32;45;1
74;141700962013141;Estatal;Rural;2;2;2;1
74;154000103601415;Estatal;Rural;1;1;1;1
74;179200118401617;Estatal;Rural;6;6;6;1
74;192100125801719;Estatal;Rural;7;7;7;1
74;232000148002023;Privado;Urbano;40;40;43;1
74;332100199802733;Estatal;Rural;5;5;5;1
74;362500214602936;Estatal;Rural;11;1;11;1
74;378000222003037;Estatal;Rural;2;0;2;0
74;393700229403139;Estatal;Urbano;17;17;24;1
74;425700244203342;Estatal;Rural;1;1;1;1
74;458500259003545;Estatal;Rural;1;1;1;1
74;509200281203850;Estatal;Rural;2;2;2;1
74;710500362604971;Estatal;Urbano;71;71;75;1
74;730000370005073;Estatal;Urbano;36;23;36;1
74;749700377405174;Estatal;Urbano;2;2;2;1
74;769600384805276;Estatal;Urbano;14;14;16;1
74;789700392205378;Estatal;Urbano;55;55;64;1
74;810000399605481;Estatal;Rural;2;2;2;1
74;830500407005583;Estatal;Rural;1;1;1;1
74;872100421805787;Estatal;Rural;4;4;4;1
74;936000444006093;Estatal;Rural;2;2;2;1
74;957700451406195;Estatal;Rural;0;0;1;0
74;979600458806297;Estatal;Rural;6;6;6;1
74;102400047360641;Estatal;Urbano;8;0;9;0
74;104650048100651;Estatal;Urbano;21;21;24;1
74;106920048840661;Estatal;Rural;1;1;1;1
74;116200051800701;Estatal;Rural;1;1;1;1
74;123370054020731;Estatal;Urbano;7;7;7;1
74;140800059200801;Estatal;Rural;22;2;22;1
74;148570061420831;Estatal;Rural;6;6;7;1
74;151200062160841;Estatal;Rural;2;2;2;1
74;153850062900851;Estatal;Rural;1;0;3;0
74;172960068080921;Estatal;Rural;4;4;4;1
74;175770068820931;Estatal;Rural;6;6;7;1
74;190120072520981;Estatal;Rural;2;2;2;1
74;198970074741011;Estatal;Rural;2;1;2;1
74;184500666018184;Estatal;Rural;5;5;5;1
74;206000740020206;Estatal;Rural;3;3;6;1
74;227700814022227;Estatal;Rural;8;8;10;1
74;249600888024249;Estatal;Rural;11;1;11;1
74;339200118403233;Estatal;Rural;1;1;1;1
74;362100125803436;Estatal;Rural;4;4;4;1
74;479600162804447;Estatal;Rural;6;6;6;1
74;503700170204650;Estatal;Rural;2;2;2;1
74;602100199805460;Estatal;Rural;6;0;6;0
74;627200207205662;Estatal;Rural;2;2;2;1
74;678000222006067;Estatal;Rural;2;2;2;1
74;808500259007080;Estatal;Rural;3;3;3;1
74;835200266407283;Estatal;Rural;1;0;1;0
74;889200281207688;Estatal;Rural;1;1;1;1
74;916500288607891;Estatal;Rural;1;1;1;1
74;944000296008094;Estatal;Rural;7;7;7;1
74;971700303408297;Estatal;Rural;2;2;2;1
74;102770031820861;Estatal;Rural;4;4;5;1
74;120050036260981;Estatal;Rural;5;5;7;1
74;125970037741021;Estatal;Rural;1;1;1;1
74;135000039961081;Estatal;Rural;3;3;3;1
74;144210042181141;Estatal;Urbano;45;41;50;1
74;147320042921161;Estatal;Urbano;37;37;44;1
74;150450043661181;Estatal;Urbano;37;22;47;1
74;153600044401201;Estatal;Rural;2;2;2;1
74;156770045141221;Estatal;Urbano;10;9;10;1
74;169650048101301;Estatal;Urbano;69;69;73;1
74;172920048841321;Estatal;Urbano;40;38;40;1
74;182850051061381;Estatal;Rural;25;25;25;1
74;186200051801401;Estatal;Rural;4;4;6;1
74;189570052541421;Estatal;Rural;19;19;23;1
74;217250058461582;Estatal;Rural;2;1;2;1
74;224370059941622;Estatal;Rural;2;2;2;1
74;227960060681642;Estatal;Rural;1;1;1;1
74;238850062901702;Estatal;Rural;2;2;2;1
74;257400066601802;Estatal;Rural;2;2;2;1
74;261170067341822;Estatal;Rural;5;5;5;1
74;264960068081842;Estatal;Urbano;31;31;34;1
74;272600069561882;Estatal;Urbano;34;33;34;1
74;288120072521962;Estatal;Urbano;55;55;66;1
74;299970074742022;Estatal;Urbano;12;12;12;1
74;120000296012120;Estatal;Urbano;39;39;48;1
74;181200444018181;Estatal;Rural;3;3;4;1
74;212100518021212;Estatal;Urbano;42;29;51;1
74;337700814033337;Estatal;Urbano;50;49;56;1
74;401700962039401;Estatal;Urbano;35;34;38;1
74;434000103604243;Estatal;Urbano;24;24;27;1
74;532100125805153;Estatal;Rural;16;14;19;1
74;632000148006063;Estatal;Rural;0;0;4;0
74;665700155406366;Estatal;Rural;3;3;4;1
74;768000177607276;Estatal;Rural;4;4;4;1
74;802500185007580;Estatal;Rural;7;7;7;1
74;837200192407883;Estatal;Rural;11;11;12;1
74;872100199808187;Estatal;Rural;4;4;5;1
74;907200207208490;Estatal;Rural;2;2;2;1
74;942500214608794;Estatal;Urbano;62;62;63;1
74;101370022940931;Estatal;Urbano;67;67;72;1
74;108570024420991;Estatal;Urbano;93;85;97;1
74;123210027381111;Privado;Urbano;13;12;64;1
74;126920028121141;Privado;Urbano;36;17;38;1
74;149600032561321;Estatal;Urbano;16;16;23;1
74;161210034781411;Privado;Urbano;24;23;55;1
74;165120035521441;Estatal;Urbano;39;39;57;1
74;169050036261471;Estatal;Urbano;38;38;43;1
74;173000037001501;Estatal;Urbano;49;47;50;1
74;180960038481561;Privado;Urbano;45;45;52;1
74;184970039221591;Estatal;Urbano;33;31;38;1
74;189000039961621;Estatal;Urbano;31;30;46;1
74;201210042181712;Estatal;Rural;1;1;1;1
74;209450043661772;Estatal;Rural;1;1;1;1
74;226170046621892;Estatal;Urbano;100;100;110;1
74;230400047361922;Estatal;Urbano;71;66;72;1
74;238920048841982;Estatal;Urbano;10;4;14;1
74;243210049582012;Estatal;Urbano;13;13;15;1
74;247520050322042;Estatal;Urbano;59;56;64;1
74;260570052542132;Privado;Urbano;21;21;25;1
74;264960053282162;Estatal;Urbano;38;37;53;1
74;278250055502252;Privado;Urbano;9;9;9;1
74;282720056242282;Privado;Urbano;26;26;28;1
74;287217756982312;Privado;Rural;7;7;7;1
74;300800059202403;Estatal;Urbano;21;21;59;1
74;305370059942433;Estatal;Urbano;0;0;32;0
74;309960060682463;Estatal;Urbano;22;21;23;1
74;314570061422493;Estatal;Rural;23;23;25;1
74;319200062162523;Estatal;Rural;39;38;46;1
74;323850062902553;Estatal;Urbano;64;63;68;1
74;342650065862673;Estatal;Urbano;26;25;31;1
74;347400066602703;Estatal;Urbano;49;48;58;1
74;371450070302853;Privado;Urbano;37;37;38;1
74;391050073262973;Privado;Urbano;2;2;3;1
74;160000296016160;Privado;Urbano;45;45;51;1
74;241200444024241;Privado;Urbano;28;27;30;1
74;282100518028282;Privado;Urbano;6;6;24;1
74;323200592032323;Estatal;Urbano;37;37;41;1
74;447700814044447;Estatal;Rural;18;17;26;1
74;659200118406465;Estatal;Urbano;74;73;86;1
74;745200133207274;Estatal;Rural;2;2;2;1
74;788500140607678;Estatal;Rural;2;2;2;1
74;832000148008083;Estatal;Rural;6;6;6;1
74;109720019241041;Estatal;Rural;4;4;4;1
74;114210019981081;Estatal;Rural;6;6;7;1
74;118720020721121;Estatal;Urbano;19;19;30;1
74;127800022201201;Estatal;Rural;3;3;3;1
74;132370022941241;Estatal;Rural;3;0;4;0
74;164920028121521;Estatal;Urbano;30;30;60;1
74;179170030341641;Estatal;Urbano;8;0;11;0
74;193600032561761;Estatal;Rural;1;1;2;1
74;198450033301801;Estatal;Rural;2;2;2;1
74;203320034041842;Estatal;Rural;1;1;1;1
74;208210034781882;Estatal;Rural;3;3;3;1
74;227970037742042;Estatal;Rural;1;1;1;1
74;232960038482082;Estatal;Rural;1;1;1;1
74;243000039962162;Estatal;Urbano;53;51;57;1
74;253120041442242;Estatal;Urbano;63;61;76;1
74;273600044402402;Estatal;Urbano;54;49;63;1
74;278770045142442;Estatal;Urbano;50;50;58;1
74;299650048102602;Estatal;Urbano;54;51;64;1
74;310210049582683;Estatal;Urbano;73;72;81;1
74;315520050322723;Estatal;Rural;3;3;3;1
74;320850051062763;Estatal;Rural;2;2;2;1
74;326200051802803;Estatal;Rural;11;1;11;1
74;331570052542843;Estatal;Urbano;22;21;23;1
74;336960053282883;Estatal;Rural;1;1;2;1
74;364210056983083;Estatal;Urbano;13;13;20;1
74;369720057723123;Privado;Urbano;8;8;8;1
74;375250058463163;Estatal;Urbano;68;68;81;1
74;391960060683283;Estatal;Rural;4;4;4;1
74;403200062163364;Estatal;Rural;1;1;2;1
74;414520063643444;Estatal;Urbano;2;0;2;0
74;420210064383484;Estatal;Rural;0;0;2;0
74;425920065123524;Estatal;Rural;3;3;3;1
74;431650065863564;Estatal;Rural;1;1;1;1
74;443170067343644;Estatal;Rural;1;1;1;1
74;448960068083684;Estatal;Rural;1;1;1;1
74;478210071783884;Estatal;Rural;2;2;2;1
74;484120072523924;Estatal;Urbano;4;4;6;1
74;490050073263964;Estatal;Rural;23;19;26;1
74;507960075484085;Estatal;Rural;10;10;10;1
74;513970076224125;Estatal;Rural;2;2;4;1
74;200000296020200;Estatal;Rural;2;2;2;1
74;301200444030301;Estatal;Rural;4;4;6;1
74;454500666045454;Estatal;Rural;3;3;3;1
74;506000740050506;Estatal;Rural;24;19;31;1
74;108570015541051;Estatal;Rural;10;10;14;1
74;130250018501251;Estatal;Urbano;39;39;42;1
74;141210019981351;Estatal;Urbano;56;54;73;1
74;146720020721401;Estatal;Urbano;53;52;60;1
74;152250021461451;Estatal;Urbano;33;33;38;1
74;168960023681601;Estatal;Urbano;41;40;45;1
74;174570024421651;Estatal;Urbano;16;16;17;1
74;225960031082102;Privado;Urbano;33;32;40;1
74;249320034042302;Privado;Urbano;47;47;48;1
74;261120035522402;Privado;Urbano;9;9;9;1
74;273000037002502;Estatal;Urbano;100;99;104;1
74;309120041442803;Estatal;Rural;1;1;4;1
74;339770045143053;Privado;Urbano;11;11;11;1
74;396200051803503;Estatal;Rural;3;2;3;1
74;421800054763704;Privado;Urbano;71;68;75;1
74;441210056983854;Privado;Urbano;115;111;121;1
74;447720057723904;Estatal;Urbano;78;77;104;1
74;454250058463954;Estatal;Urbano;69;68;74;1
74;467370059944054;Estatal;Rural;16;16;18;1
74;473960060684104;Estatal;Rural;31;31;32;1
74;480570061424154;Estatal;Rural;15;15;17;1
74;487200062164204;Estatal;Urbano;110;110;150;1
74;493850062904254;Estatal;Urbano;76;68;84;1
74;507210064384355;Estatal;Rural;15;15;17;1
74;513920065124405;Estatal;Rural;24;24;24;1
74;534170067344555;Estatal;Urbano;47;47;49;1
74;540960068084605;Estatal;Rural;13;13;13;1
74;547770068824655;Estatal;Urbano;83;82;88;1
74;554600069564705;Estatal;Urbano;66;62;100;1
74;561450070304755;Estatal;Urbano;39;39;45;1
74;568320071044805;Estatal;Urbano;25;25;28;1
74;589050073264955;Estatal;Urbano;28;28;33;1
74;422100518042422;Estatal;Rural;32;30;32;1
74;667700814066667;Privado;Urbano;11;11;21;1
74;791700962078791;Estatal;Urbano;159;158;172;1
74;854000103608485;Estatal;Urbano;70;65;101;1
74;916500111009091;Estatal;Urbano;53;53;58;1
74;110520013321081;Estatal;Urbano;43;43;50;1
74;116850014061141;Estatal;Urbano;83;83;96;1
74;123200014801201;Estatal;Urbano;48;47;53;1
74;129570015541261;Estatal;Urbano;67;67;89;1
74;135960016281321;Privado;Urbano;40;39;43;1
74;161720019241561;Estatal;Urbano;159;157;168;1
74;168210019981621;Privado;Urbano;25;25;29;1
74;174720020721681;Estatal;Rural;152;152;225;1
74;194370022941861;Privado;Urbano;5;5;5;1
74;207570024421982;Estatal;Urbano;59;58;67;1
74;234210027382222;Estatal;Urbano;31;31;34;1
74;261170030342462;Estatal;Urbano;41;40;46;1
74;267960031082522;Privado;Urbano;8;8;8;1
74;302210034782823;Privado;Urbano;10;6;12;1
74;309120035522883;Estatal;Urbano;36;36;43;1
74;343970039223183;Estatal;Urbano;10;10;48;1
74;393600044403603;Estatal;Urbano;40;40;42;1
74;407960045883724;Privado;Urbano;14;14;14;1
74;415170046623784;Estatal;Rural;1;1;1;1
74;422400047363844;Estatal;Urbano;27;27;29;1
74;451520050324084;Estatal;Urbano;58;56;63;1
74;458850051064144;Estatal;Rural;23;23;28;1
74;466200051804204;Privado;Urbano;3;3;4;1
74;563570061424985;Estatal;Rural;4;4;4;1
74;578850062905105;Estatal;Rural;2;2;2;1
74;601920065125286;Privado;Urbano;17;17;19;1
74;609650065865346;Privado;Urbano;14;14;14;1
74;617400066605406;Privado;Urbano;0;0;4;0
74;777700814077777;Privado;Urbano;0;0;20;0
74;157960016281541;Estatal;Urbano;73;73;93;1
74;180250018501751;Estatal;Urbano;108;106;126;1
74;195210019981891;Estatal;Urbano;8;8;11;1
74;202720020721962;Estatal;Urbano;10;10;11;1
74;210250021462032;Estatal;Urbano;32;32;52;1
74;225370022942172;Estatal;Urbano;5;5;6;1
74;232960023682242;Estatal;Urbano;9;9;14;1
74;248200025162382;Estatal;Urbano;10;10;11;1
74;255850025902452;Estatal;Urbano;8;8;9;1
74;263520026642522;Estatal;Rural;11;11;13;1
74;271210027382592;Estatal;Urbano;11;11;11;1
74;278920028122662;Estatal;Urbano;7;6;7;1
74;286650028862732;Estatal;Urbano;4;4;4;1
74;302170030342873;Estatal;Urbano;10;10;21;1
74;325600032563083;Estatal;Urbano;14;13;16;1
74;357120035523363;Estatal;Urbano;40;40;40;1
74;365050036263433;Estatal;Urbano;51;49;53;1
74;373000037003503;Estatal;Urbano;8;8;10;1
74;380970037743573;Estatal;Urbano;4;4;5;1
74;405000039963784;Estatal;Urbano;9;9;9;1
74;461770045144274;Estatal;Urbano;39;39;51;1
74;527850051064835;Estatal;Rural;0;0;7;0
74;536200051804905;Estatal;Urbano;3;3;3;1
74;569800054765185;Estatal;Urbano;5;0;6;0
74;578250055505255;Estatal;Urbano;4;4;5;1
74;586720056245325;Estatal;Urbano;3;3;3;1
74;500374500500374;Estatal;Urbano;105;104;116;1
78;320062400032006;Privado;Urbano;54;54;61;1
78;117001014000117;Estatal;Urbano;54;50;71;1
78;221001326000221;Estatal;Rural;9;9;10;1
78;320001560000320;Estatal;Urbano;35;35;39;1
78;396001716000396;Estatal;Rural;9;9;9;1
78;437001794000437;Estatal;Rural;2;2;3;1
78;525001950000525;Estatal;Rural;1;1;1;1
78;572002028000572;Estatal;Rural;2;2;2;1
78;621002106000621;Estatal;Rural;2;2;2;1
78;780002340000780;Estatal;Rural;31;31;37;1
78;837002418000837;Privado;Rural;1;1;1;1
78;102000265200010;Estatal;Rural;7;7;8;1
78;136500304200013;Estatal;Urbano;74;74;90;1
78;167700335400016;Estatal;Urbano;64;64;76;1
78;211200374400021;Privado;Urbano;37;37;62;1
78;270000421200027;Estatal;Rural;10;10;10;1
78;302100444600030;Estatal;Rural;19;19;22;1
78;324500460200032;Estatal;Rural;5;5;6;1
78;371700491400037;Privado;Urbano;9;9;9;1
78;384000499200038;Estatal;Urbano;63;59;74;1
78;448500538200044;Estatal;Rural;1;1;1;1
78;503700569400050;Estatal;Urbano;58;58;63;1
78;562100600600056;Estatal;Urbano;40;37;57;1
78;592500616200059;Estatal;Rural;6;5;6;1
78;672000655200067;Estatal;Urbano;28;27;34;1
78;809600717600080;Estatal;Urbano;63;63;79;1
78;827700725400082;Estatal;Urbano;30;29;37;1
78;902100756600090;Privado;Urbano;73;73;81;1
78;921200764400092;Privado;Urbano;24;24;24;1
78;945007020099450;Estatal;Urbano;54;53;90;1
78;154000109201415;Estatal;Urbano;128;115;149;1
78;192100132601719;Privado;Urbano;54;54;60;1
78;205200140401820;Estatal;Urbano;34;15;34;1
78;245700163802124;Estatal;Urbano;23;22;48;1
78;288000187202428;Estatal;Urbano;16;16;25;1
78;362500226202936;Estatal;Urbano;74;72;80;1
78;425700257403342;Privado;Urbano;19;19;29;1
78;458500273003545;Estatal;Urbano;93;93;132;1
78;475200280803647;Estatal;Urbano;40;39;47;1
78;492100288603749;Estatal;Urbano;38;36;44;1
78;526500304203952;Estatal;Rural;14;14;14;1
78;544000312004054;Estatal;Urbano;64;59;79;1
78;561700319804156;Estatal;Urbano;55;54;75;1
78;634500351004563;Privado;Urbano;46;46;52;1
78;672100366604767;Estatal;Urbano;51;51;68;1
78;749700397805174;Estatal;Urbano;68;65;97;1
78;769600405605276;Estatal;Urbano;51;50;77;1
78;810000421205481;Estatal;Urbano;55;55;69;1
78;914500460205991;Estatal;Urbano;36;34;42;1
