jurisdiccion;ID1;sector;ambito;presentismo;respondente;matricula del marco;participa
6;134400024492013;Estatal;Urbano;38;38;50;1
6;138170025104313;Privado;Urbano;36;36;39;1
6;153450027553515;Estatal;Urbano;19;19;21;1
6;157320028165815;Estatal;Urbano;48;24;50;1
6;161210028778116;Privado;Urbano;24;24;30;1
6;173000030615017;Estatal;Urbano;43;43;48;1
6;205320035513420;Privado;Urbano;0;0;38;0
6;209450036125720;Estatal;Urbano;109;94;122;1
6;213600036738021;Estatal;Urbano;58;56;93;1
6;221960037962622;Privado;Urbano;26;26;28;1
6;226170038574922;Estatal;Urbano;63;62;67;1
6;251850042248725;Privado;Urbano;38;33;44;1
6;264960044085626;Estatal;Urbano;20;19;28;1
6;291720047759429;Estatal;Urbano;93;72;153;1
6;300800048984030;Privado;Urbano;22;22;24;1
6;328520052657832;Estatal;Urbano;31;31;48;1
6;333210053270133;Estatal;Urbano;99;97;103;1
6;342650054494734;Privado;Urbano;53;51;89;1
6;361770056943936;Estatal;Urbano;5;4;108;1
6;366600057556236;Privado;Urbano;93;81;97;1
6;371450058168537;Privado;Urbano;31;31;53;1
6;376320058780837;Estatal;Urbano;24;23;31;1
6;381210059393138;Estatal;Urbano;64;63;92;1
6;396000061230039;Estatal;Urbano;11;11;111;1
6;405960062454640;Privado;Urbano;21;21;26;1
6;122488020012248;Privado;Urbano;62;62;66;1
6;183721206001837;Estatal;Urbano;41;39;46;1
6;244961612002449;Estatal;Urbano;31;20;32;1
6;306202020003062;Estatal;Urbano;48;48;117;1
6;367442430003674;Estatal;Urbano;136;105;167;1
6;428682842004286;Privado;Urbano;40;40;41;1
6;489923256004899;Estatal;Urbano;70;55;162;1
6;612404090006124;Estatal;Urbano;100;88;128;1
6;745200110232745;Estatal;Urbano;31;31;43;1
6;875700128604875;Privado;Urbano;98;93;120;1
6;919600134728919;Privado;Urbano;61;61;88;1
6;100800014697610;Privado;Urbano;43;43;49;1
6;109720015922410;Privado;Urbano;107;106;160;1
6;118720017147211;Privado;Urbano;57;51;57;1
6;136960019596813;Privado;Urbano;21;21;22;1
6;155520022046415;Estatal;Urbano;48;48;54;1
6;160210022658816;Estatal;Urbano;84;76;104;1
6;188770026333218;Privado;Urbano;99;86;103;1
6;203320028170420;Estatal;Rural;2;2;2;1
6;232960031844823;Estatal;Urbano;114;112;126;1
6;268450036131626;Estatal;Urbano;21;21;25;1
6;283960037968828;Estatal;Urbano;95;80;107;1
6;289170038581228;Estatal;Urbano;89;88;110;1
6;294400039193629;Estatal;Urbano;31;31;77;1
6;299650039806029;Estatal;Urbano;17;17;17;1
6;304920040418430;Privado;Urbano;31;31;32;1
6;315520041643231;Privado;Urbano;33;33;33;1
6;320850042255632;Privado;Urbano;75;74;76;1
6;336960044092833;Privado;Urbano;46;46;51;1
6;347800045317634;Estatal;Urbano;51;51;65;1
6;353250045930035;Estatal;Urbano;72;72;80;1
6;369720047767236;Estatal;Urbano;50;50;61;1
6;386370049604438;Privado;Urbano;98;82;100;1
6;397570050829239;Estatal;Rural;0;0;1;0
6;245002012002450;Estatal;Urbano;68;62;75;1
6;367503030003675;Estatal;Rural;1;1;1;1
6;428753542004287;Privado;Urbano;49;49;58;1
6;673755610006737;Estatal;Urbano;100;96;122;1
6;766500918757665;Estatal;Urbano;67;46;71;1
6;500520052675050;Estatal;Rural;0;0;1;0
6;520650054512552;Privado;Urbano;7;7;7;1
6;561450058187556;Privado;Urbano;38;38;45;1
6;575210059412557;Privado;Urbano;55;55;56;1
6;609960062475060;Privado;Urbano;55;53;58;1
6;490084856004900;Privado;Urbano;55;55;64;1
6;551345472005513;Privado;Urbano;52;52;56;1
6;612606090006126;Estatal;Rural;0;0;1;0
6;916500918909165;Estatal;Rural;0;0;2;0
6;104210010414210;Privado;Urbano;23;23;27;1
6;110520011026811;Privado;Urbano;67;56;73;1
6;174720017152817;Estatal;Urbano;118;113;137;1
6;214200020828421;Privado;Urbano;55;55;61;1
6;227520022053622;Privado;Urbano;18;18;22;1
6;261170025116626;Estatal;Urbano;66;60;94;1
6;281600026954428;Estatal;Urbano;84;81;93;1
6;336960031855233;Estatal;Urbano;29;28;35;1
6;372210034918237;Estatal;Urbano;46;45;58;1
6;548370049620654;Privado;Urbano;100;99;109;1
6;601920053908860;Estatal;Rural;4;4;4;1
6;680120060034868;Privado;Urbano;94;94;99;1
6;696000061260069;Privado;Urbano;74;74;82;1
6;122541402001225;Estatal;Urbano;30;29;30;1
6;367624230003676;Privado;Urbano;29;29;35;1
6;428894942004288;Privado;Urbano;43;42;48;1
6;490165656004901;Privado;Urbano;26;26;30;1
6;106650091905106;Estatal;Urbano;72;69;86;1
6;121210010415912;Privado;Urbano;14;14;16;1
6;128520011028612;Privado;Urbano;25;25;28;1
6;217800018381021;Privado;Urbano;59;59;63;1
6;248200020831824;Privado;Urbano;97;95;105;1
6;255850021444525;Estatal;Urbano;59;58;85;1
6;271210022669927;Estatal;Urbano;22;22;24;1
6;294400024508029;Estatal;Rural;1;1;1;1
6;349210028796934;Privado;Urbano;6;6;7;1
6;380970031247738;Privado;Urbano;30;30;32;1
6;388960031860438;Privado;Urbano;38;35;39;1
6;413050033698541;Privado;Urbano;0;0;8;0
6;429210034923942;Privado;Urbano;0;0;26;0
6;461770037374746;Privado;Urbano;21;21;24;1
6;494650039825549;Privado;Urbano;33;33;37;1
6;519520041663651;Privado;Urbano;70;70;73;1
6;536200042889053;Privado;Urbano;42;42;49;1
6;544570043501754;Privado;Urbano;54;54;59;1
6;569800045339856;Privado;Urbano;59;59;61;1
6;689920053917668;Privado;Urbano;42;42;45;1
6;707400055143070;Estatal;Rural;1;1;1;1
6;716170055755771;Privado;Urbano;43;41;49;1
6;724960056368472;Privado;Urbano;25;25;26;1
6;751450058206575;Estatal;Rural;2;2;2;1
6;367684830003676;Estatal;Urbano;73;71;77;1
6;596850042283259;Privado;Urbano;27;27;29;1
6;634370044734463;Privado;Urbano;71;68;76;1
6;662720046572866;Privado;Urbano;55;54;60;1
6;145920098064145;Estatal;Urbano;58;58;95;1
6;155210010419315;Privado;Urbano;22;21;27;1
6;164520011032216;Privado;Urbano;3;0;60;0
6;192570012870919;Privado;Urbano;26;26;30;1
6;277800018387027;Privado;Urbano;22;22;23;1
6;345210022677334;Privado;Urbano;25;25;27;1
6;354920023290235;Privado;Urbano;74;74;111;1
6;583770037386958;Privado;Urbano;81;67;97;1
6;614400039225661;Privado;Urbano;52;51;52;1
6;624650039838562;Privado;Urbano;49;49;53;1
6;634920040451463;Privado;Urbano;18;18;22;1
6;707370044741770;Privado;Urbano;102;102;121;1
6;728250045967572;Estatal;Urbano;100;96;113;1
6;823200051483682;Privado;Urbano;7;7;7;1
6;865920053935286;Privado;Urbano;51;51;59;1
6;908960056386890;Privado;Urbano;54;49;56;1
6;941450058225594;Estatal;Urbano;110;105;131;1
6;952320058838495;Privado;Urbano;21;21;21;1
6;963210059451396;Privado;Urbano;57;54;58;1
6;974120060064297;Privado;Urbano;17;17;26;1
6;674301100067430;Estatal;Urbano;58;57;62;1
6;672001716406720;Privado;Urbano;49;49;58;1
6;108500214550108;Privado;Urbano;12;12;16;1
6;115200220680115;Privado;Urbano;19;19;20;1
6;577200478140577;Privado;Urbano;58;58;65;1
6;722100533310722;Privado;Urbano;46;46;49;1
6;999600625260999;Estatal;Urbano;34;34;39;1
6;101970063139010;Privado;Urbano;61;61;66;1
6;613110000613110;Privado;Urbano;28;28;29;1
6;122622020012262;Privado;Urbano;1;1;25;1
6;306555200030655;Privado;Urbano;53;53;55;1
6;367866300036786;Privado;Urbano;29;29;32;1
6;613101090006131;Privado;Urbano;68;68;74;1
6;674411210006744;Privado;Urbano;40;40;44;1
6;378000183930378;Estatal;Urbano;12;12;12;1
6;393700190061393;Privado;Urbano;75;55;76;1
6;442000208454442;Privado;Urbano;14;14;59;1
6;458500214585458;Privado;Urbano;109;109;119;1
6;475200220716475;Privado;Urbano;25;25;35;1
6;492100226847492;Privado;Urbano;30;30;32;1
6;893200355598893;Estatal;Urbano;66;63;79;1
6;914500361729914;Estatal;Urbano;92;89;102;1
6;936000367860936;Estatal;Urbano;111;102;122;1
6;957700373991957;Estatal;Urbano;18;16;26;1
6;979600380122979;Estatal;Urbano;110;110;124;1
6;102400039238410;Estatal;Urbano;119;43;128;1
6;104650039851510;Estatal;Urbano;75;70;92;1
6;106920040464610;Estatal;Urbano;132;120;138;1
6;109210041077710;Estatal;Urbano;107;104;127;1
6;111520041690811;Estatal;Urbano;42;18;53;1
6;113850042303911;Estatal;Urbano;46;46;58;1
6;116200042917011;Estatal;Urbano;142;114;174;1
6;118570043530111;Estatal;Urbano;131;125;167;1
6;120960044143212;Estatal;Urbano;82;76;162;1
6;123370044756312;Estatal;Urbano;151;137;183;1
6;125800045369412;Estatal;Urbano;71;71;89;1
6;128250045982512;Estatal;Urbano;118;100;130;1
6;130720046595613;Estatal;Urbano;87;85;116;1
6;143370049661114;Estatal;Urbano;68;66;79;1
6;145960050274214;Estatal;Urbano;125;122;143;1
6;148570050887314;Estatal;Urbano;72;46;105;1
6;151200051500415;Estatal;Urbano;26;26;32;1
6;153850052113515;Estatal;Urbano;56;54;72;1
6;156520052726615;Estatal;Urbano;60;59;75;1
6;159210053339715;Estatal;Urbano;89;73;92;1
6;161920053952816;Estatal;Urbano;52;44;56;1
6;164650054565916;Estatal;Urbano;52;52;59;1
6;167400055179016;Estatal;Urbano;20;20;21;1
6;170170055792117;Estatal;Urbano;43;43;49;1
6;172960056405217;Estatal;Urbano;60;57;72;1
6;175770057018317;Estatal;Urbano;80;65;89;1
6;178600057631417;Estatal;Urbano;48;48;57;1
6;181450058244518;Estatal;Urbano;68;68;76;1
6;184320058857618;Estatal;Urbano;9;9;9;1
6;187210059470718;Estatal;Urbano;50;48;56;1
6;190120060083819;Estatal;Urbano;38;37;43;1
6;193050060696919;Estatal;Urbano;92;92;101;1
6;196000061310019;Estatal;Urbano;65;62;74;1
6;198970061923119;Estatal;Urbano;126;123;144;1
6;201960062536220;Estatal;Urbano;112;111;129;1
6;613220000613220;Estatal;Urbano;69;68;86;1
6;122644020012264;Estatal;Urbano;102;83;108;1
6;183966060018396;Estatal;Urbano;73;61;77;1
6;245288120024528;Estatal;Urbano;125;124;134;1
6;306601020003066;Estatal;Urbano;56;55;64;1
6;367921230003679;Estatal;Urbano;48;47;53;1
6;490561656004905;Privado;Urbano;47;47;55;1
6;674522310006745;Privado;Urbano;69;60;72;1
6;339200981123392;Privado;Urbano;42;42;43;1
6;362100104244362;Privado;Urbano;21;21;23;1
6;479600134904479;Privado;Urbano;57;57;61;1
6;528000147168528;Privado;Urbano;56;56;63;1
6;577200159432577;Privado;Urbano;42;41;47;1
6;627200171696627;Privado;Urbano;88;76;121;1
6;703700190092703;Privado;Urbano;78;78;84;1
6;755700202356755;Privado;Urbano;23;0;27;0
6;835200220752835;Privado;Urbano;32;32;35;1
6;862100226884862;Privado;Urbano;26;26;29;1
6;889200233016889;Privado;Urbano;39;39;47;1
6;916500239148916;Privado;Urbano;48;47;53;1
6;102770026367610;Privado;Urbano;19;19;22;1
6;105600026980810;Privado;Urbano;26;26;26;1
6;111320028207211;Privado;Urbano;0;0;48;0
6;114210028820411;Privado;Urbano;28;28;45;1
6;117120029433611;Privado;Urbano;50;47;59;1
6;128960031886412;Privado;Urbano;53;53;57;1
6;141120034339214;Privado;Urbano;49;48;49;1
6;147320035565614;Privado;Urbano;25;24;29;1
6;242520052735224;Estatal;Urbano;63;63;69;1
6;246210053348424;Estatal;Urbano;93;93;104;1
6;249920053961624;Estatal;Urbano;95;95;104;1
6;253650054574825;Estatal;Urbano;68;67;98;1
6;257400055188025;Estatal;Urbano;52;52;53;1
6;261170055801226;Estatal;Urbano;70;70;81;1
6;264960056414426;Estatal;Urbano;57;54;69;1
6;268770057027626;Estatal;Urbano;63;63;72;1
6;272600057640827;Estatal;Urbano;93;83;95;1
6;276450058254027;Estatal;Urbano;71;69;97;1
6;280320058867228;Estatal;Urbano;53;52;61;1
6;284210059480428;Estatal;Urbano;68;67;84;1
6;292050060706829;Estatal;Urbano;63;62;76;1
6;296000061320029;Estatal;Urbano;79;79;86;1
6;299970061933229;Estatal;Urbano;41;40;45;1
6;307970063159630;Estatal;Urbano;73;65;77;1
6;122666020012266;Estatal;Urbano;79;78;100;1
6;367981830003679;Estatal;Urbano;28;26;31;1
6;138170025145313;Estatal;Urbano;77;73;88;1
6;161210028825116;Estatal;Urbano;157;154;198;1
6;165120029438416;Privado;Urbano;60;60;68;1
6;180960031891618;Privado;Urbano;111;111;152;1
6;238920040477823;Estatal;Urbano;78;72;92;1
6;613440000613440;Estatal;Urbano;70;69;83;1
6;299650039871029;Estatal;Urbano;59;57;76;1
6;402570043558540;Estatal;Urbano;44;44;60;1
6;415370044785541;Estatal;Urbano;26;26;26;1
6;454250048466545;Privado;Urbano;51;51;60;1
6;467370049693546;Estatal;Urbano;95;87;110;1
6;493850052147549;Estatal;Urbano;162;149;181;1
6;507210053374550;Privado;Urbano;74;74;101;1
6;688050060746468;Privado;Urbano;29;29;36;1
6;490965656004909;Estatal;Urbano;57;57;65;1
6;106650092055106;Estatal;Urbano;35;35;47;1
6;150570012887715;Estatal;Urbano;80;79;97;1
6;195210016569919;Estatal;Rural;0;0;1;0
6;271210022706927;Estatal;Urbano;84;75;94;1
6;341320028230234;Estatal;Urbano;105;103;107;1
6;357120029457635;Privado;Urbano;146;144;179;1
6;365050030071336;Privado;Urbano;83;73;92;1
6;388960031912438;Estatal;Urbano;28;28;32;1
6;413050033753541;Estatal;Rural;3;3;3;1
6;437320035594643;Privado;Urbano;38;35;39;1
6;461770037435746;Privado;Urbano;49;49;51;1
6;511210041117951;Privado;Urbano;51;51;54;1
6;544570043572754;Privado;Urbano;61;57;66;1
6;561370044800156;Privado;Urbano;79;79;89;1
6;578250046027557;Privado;Urbano;65;65;68;1
6;595210047254959;Estatal;Urbano;55;55;72;1
6;603720047868660;Estatal;Urbano;50;50;52;1
6;612250048482361;Privado;Urbano;93;92;102;1
6;629370049709762;Estatal;Urbano;61;61;75;1
6;646570050937164;Estatal;Urbano;37;37;45;1
6;655200051550865;Estatal;Urbano;62;59;64;1
6;663850052164566;Privado;Urbano;46;46;48;1
6;716170055846771;Estatal;Urbano;36;35;41;1
6;751450058301575;Estatal;Urbano;17;17;17;1
6;787050060756378;Estatal;Urbano;124;120;147;1
6;804970061983780;Estatal;Urbano;77;76;93;1
6;822970063211182;Estatal;Urbano;22;22;23;1
6;245523212002455;Estatal;Urbano;56;56;77;1
6;138210010434613;Estatal;Rural;1;1;1;1
6;171570012889817;Estatal;Urbano;55;48;68;1
6;179960013503617;Estatal;Urbano;79;73;93;1
6;188370014117418;Estatal;Urbano;41;41;52;1
6;196800014731219;Estatal;Urbano;41;41;66;1
6;213720015958821;Estatal;Urbano;76;55;85;1
6;230720017186423;Estatal;Urbano;50;2;73;1
6;247800018414024;Estatal;Urbano;34;33;39;1
6;256370019027825;Estatal;Urbano;56;54;57;1
6;264960019641626;Estatal;Urbano;83;81;96;1
6;273570020255427;Estatal;Urbano;41;41;47;1
6;316920023324431;Privado;Urbano;53;53;54;1
6;325650023938232;Privado;Urbano;54;52;54;1
6;351960025779635;Privado;Urbano;17;17;18;1
6;396210028848639;Privado;Urbano;46;46;50;1
6;414050030076241;Privado;Urbano;5;5;6;1
6;423000030690042;Estatal;Rural;1;1;1;1
6;431970031303843;Privado;Urbano;94;94;104;1
6;477120034372847;Estatal;Rural;1;1;1;1
6;486210034986648;Privado;Urbano;16;16;16;1
6;504450036214250;Privado;Urbano;14;14;17;1
6;866210059538686;Privado;Urbano;28;11;30;1
6;268250017803126;Estatal;Rural;1;1;1;1
6;277800018417027;Estatal;Rural;2;2;2;1
6;296960019644829;Estatal;Rural;5;5;5;1
6;306570020258730;Estatal;Rural;1;1;1;1
6;335520022100433;Estatal;Rural;6;5;6;1
6;345210022714334;Estatal;Rural;0;0;1;0
6;354920023328235;Estatal;Rural;0;0;3;0
6;364650023942136;Estatal;Rural;1;1;1;1
6;384170025169938;Estatal;Rural;2;2;2;1
6;403770026397740;Estatal;Rural;2;2;3;1
6;433320028239443;Estatal;Urbano;55;54;60;1
6;443210028853344;Estatal;Urbano;67;65;88;1
6;453120029467245;Estatal;Urbano;59;43;68;1
6;463050030081146;Estatal;Urbano;120;120;132;1
6;887400055251088;Estatal;Rural;4;4;4;1
6;898170055864989;Estatal;Rural;1;1;1;1
6;919770057092791;Estatal;Rural;1;1;1;1
6;930600057706693;Estatal;Urbano;76;72;79;1
6;941450058320594;Estatal;Urbano;118;115;178;1
6;491205600491205;Privado;Urbano;55;54;58;1
6;614009000614009;Privado;Urbano;74;59;76;1
6;675401100067540;Privado;Urbano;70;70;80;1
6;165009210016500;Privado;Urbano;54;54;56;1
6;192009824019200;Privado;Urbano;41;41;46;1
6;193200282440193;Estatal;Urbano;36;36;48;1
6;202100288580202;Privado;Urbano;18;18;20;1
6;299970062034229;Estatal;Rural;2;2;2;1
6;303960062648430;Estatal;Urbano;55;55;66;1
6;307970063262630;Estatal;Urbano;24;24;31;1
6;122866020012286;Estatal;Urbano;18;18;25;1
6;184299060018429;Estatal;Urbano;127;123;148;1
6;745200110592745;Estatal;Rural;35;35;39;1
6;872100104465872;Estatal;Urbano;62;62;82;1
6;925200110610925;Estatal;Urbano;41;41;48;1
6;278970031339527;Estatal;Rural;0;0;2;0
6;284960031954028;Estatal;Rural;0;0;1;0
6;297000033183029;Estatal;Rural;1;1;1;1
6;303050033797530;Privado;Urbano;13;13;24;1
6;554600057763055;Privado;Urbano;27;26;29;1
6;561450058377556;Privado;Urbano;28;28;28;1
6;568320058992056;Estatal;Rural;0;0;2;0
6;575210059606557;Estatal;Rural;0;0;1;0
6;582120060221058;Privado;Urbano;34;34;35;1
6;602970062064560;Estatal;Urbano;48;47;57;1
6;614660000614660;Estatal;Urbano;33;29;40;1
6;614606090006146;Privado;Urbano;101;96;107;1
6;116850011677411;Privado;Urbano;53;51;54;1
6;123200012292012;Privado;Urbano;37;37;40;1
6;135960013521213;Privado;Urbano;52;52;55;1
6;227520022125622;Privado;Urbano;40;40;41;1
6;240920023354824;Privado;Urbano;48;48;52;1
6;254400024584025;Privado;Urbano;16;16;20;1
6;274770026427827;Privado;Urbano;106;106;124;1
6;281600027042428;Privado;Urbano;0;0;23;0
6;316050030115431;Privado;Urbano;27;27;27;1
6;336960031959233;Privado;Urbano;41;41;46;1
6;343970032573834;Privado;Urbano;94;93;111;1
6;351000033188435;Privado;Urbano;46;45;48;1
6;358050033803035;Privado;Urbano;54;54;59;1
6;379320035646837;Privado;Urbano;27;27;28;1
6;393600036876039;Privado;Urbano;55;54;57;1
6;400770037490640;Privado;Urbano;34;34;40;1
6;422400039334442;Privado;Urbano;26;25;28;1
6;578850052241057;Privado;Urbano;64;64;69;1
6;601920054084860;Privado;Urbano;52;52;56;1
6;656450058387065;Privado;Urbano;25;25;29;1
6;688050060845468;Privado;Urbano;42;42;45;1
6;128520011064612;Privado;Urbano;64;64;70;1
6;202720017211620;Privado;Urbano;32;32;64;1
6;271210022743927;Estatal;Urbano;69;68;76;1
6;317770026432131;Estatal;Urbano;64;58;122;1
6;373000030735037;Privado;Urbano;58;57;60;1
6;421120034423242;Estatal;Urbano;26;26;32;1
6;586720046717258;Privado;Urbano;30;30;30;1
6;787050060855378;Privado;Urbano;46;46;50;1
6;813960062699481;Privado;Urbano;14;14;15;1
6;368884830003688;Privado;Urbano;0;0;25;0
6;163200012296016;Estatal;Urbano;39;38;54;1
6;205250015370020;Privado;Urbano;14;14;16;1
6;230720017214423;Privado;Urbano;55;55;59;1
6;299520022132829;Privado;Urbano;68;65;69;1
6;423000030740042;Privado;Urbano;31;31;32;1
6;184472706001844;Privado;Urbano;26;26;32;1
6;491927256004919;Privado;Urbano;26;25;29;1
6;553418172005534;Estatal;Rural;14;14;14;1
6;136650092235136;Privado;Urbano;98;96;106;1
6;268250017832126;Privado;Urbano;65;64;67;1
6;403770026440740;Privado;Urbano;12;11;36;1
6;473000030745047;Privado;Urbano;57;57;59;1
6;543210035049354;Privado;Urbano;12;12;13;1
6;553320035664255;Privado;Urbano;49;49;54;1
6;676200043043067;Privado;Urbano;34;34;37;1
6;686570043657968;Privado;Urbano;51;50;52;1
6;707370044887770;Privado;Urbano;0;0;11;0
6;717800045502671;Privado;Urbano;54;53;64;1
6;728250046117572;Privado;Urbano;17;17;18;1
6;749210047347374;Privado;Urbano;60;55;60;1
6;759720047962275;Privado;Urbano;29;29;29;1
6;770250048577177;Privado;Urbano;17;17;17;1
6;780800049192078;Privado;Urbano;74;74;84;1
6;791370049806979;Privado;Urbano;75;75;86;1
6;801960050421880;Privado;Urbano;29;29;34;1
6;812570051036781;Privado;Urbano;26;24;27;1
6;299970062135229;Privado;Urbano;0;0;22;0
6;184599060018459;Privado;Urbano;21;21;24;1
6;123210022766112;Privado;Urbano;41;39;42;1
6;153450027688515;Privado;Urbano;3;3;32;1
6;169050030149716;Privado;Urbano;52;21;52;1
6;173000030765017;Privado;Urbano;56;56;70;1
6;189000033226218;Privado;Urbano;32;31;38;1
6;201210035072120;Privado;Urbano;18;18;18;1
6;319200051685231;Privado;Urbano;55;54;61;1
6;875700129234875;Privado;Urbano;23;23;28;1
6;105250015385010;Privado;Urbano;34;34;38;1
6;136960019692813;Privado;Urbano;43;38;47;1
6;227970031385422;Estatal;Urbano;24;24;26;1
6;304920040616430;Privado;Urbano;29;0;32;0
6;336960044308833;Privado;Rural;16;16;16;1
6;484120060309248;Privado;Urbano;24;24;27;1
6;184651506001846;Estatal;Rural;19;19;21;1
6;246202012002462;Estatal;Urbano;85;84;94;1
6;369303030003693;Privado;Urbano;29;29;31;1
6;766500923257665;Privado;Urbano;14;14;15;1
6;819200984808192;Privado;Urbano;28;28;32;1
6;108570012925510;Privado;Urbano;100;99;104;1
6;113960013541011;Privado;Urbano;26;26;26;1
6;309120034468030;Privado;Urbano;26;26;30;1
6;352170038776535;Estatal;Rural;0;0;2;0
6;561450058472556;Privado;Urbano;102;100;134;1
6;261170025239626;Privado;Urbano;43;43;49;1
6;358050033858035;Privado;Urbano;34;34;35;1
6;372210035089237;Privado;Urbano;43;43;52;1
6;407960038167240;Estatal;Urbano;34;34;43;1
6;415170038782841;Estatal;Urbano;22;22;26;1
6;480960044323248;Privado;Urbano;33;33;38;1
6;525720048016852;Privado;Urbano;43;42;49;1
6;210250017855321;Privado;Urbano;48;48;50;1
6;461770037557746;Privado;Urbano;47;47;52;1
6;179960013547617;Estatal;Urbano;78;76;105;1
6;188370014163418;Estatal;Urbano;39;38;56;1
6;196800014779219;Estatal;Urbano;53;53;61;1
6;213720016010821;Estatal;Urbano;161;149;179;1
6;222210016626622;Estatal;Urbano;109;72;127;1
6;273570020321427;Estatal;Urbano;45;36;51;1
6;643800045569264;Privado;Urbano;31;31;32;1
6;729570051111472;Privado;Urbano;0;0;18;0
6;876120060348487;Privado;Urbano;15;15;21;1
6;905970062195890;Privado;Urbano;17;17;26;1
6;145920098544145;Privado;Urbano;31;18;35;1
6;239720016013423;Privado;Urbano;29;29;29;1
6;316200020940631;Privado;Urbano;109;105;112;1
6;335520022172433;Privado;Urbano;39;39;40;1
6;433320028331443;Privado;Urbano;5;5;23;1
6;655520041881265;Privado;Urbano;36;36;41;1
6;686570043728968;Privado;Urbano;0;0;49;0
6;738720046808473;Privado;Urbano;65;65;69;1
6;780800049272078;Privado;Urbano;21;21;22;1
6;833850052351583;Privado;Urbano;0;0;26;0
6;844520052967484;Privado;Urbano;0;0;30;0
6;123202001232020;Privado;Urbano;51;51;53;1
6;554407200554407;Privado;Urbano;26;26;28;1
6;672001724806720;Privado;Urbano;37;37;42;1
6;725001786407250;Privado;Urbano;63;63;83;1
6;846000579040846;Privado;Urbano;29;29;29;1
6;883200591360883;Privado;Urbano;0;0;22;0
6;902100597520902;Privado;Urbano;14;14;14;1
6;940500609840940;Privado;Urbano;21;21;23;1
6;979700622160979;Privado;Urbano;27;24;29;1
6;999600628320999;Privado;Urbano;0;0;56;0
6;101970063448010;Privado;Urbano;20;20;36;1
6;616110000616110;Privado;Urbano;81;81;94;1
6;123222020012322;Privado;Urbano;48;48;57;1
6;677711210006777;Privado;Urbano;15;15;20;1
6;166500924151665;Privado;Urbano;16;16;17;1
6;179200985761792;Privado;Urbano;44;44;46;1
6;205200110898205;Privado;Urbano;37;37;40;1
6;218500117059218;Privado;Urbano;28;28;30;1
6;148570051136314;Estatal;Urbano;40;40;51;1
6;184866060018486;Privado;Urbano;22;22;24;1
6;492961656004929;Privado;Urbano;30;30;31;1
6;554581872005545;Privado;Urbano;49;47;85;1
6;432000123240432;Privado;Urbano;0;0;70;0
6;455700129402455;Privado;Urbano;38;38;41;1
6;971700252642971;Estatal;Urbano;49;49;58;1
6;102770026496610;Privado;Urbano;68;61;68;1
6;108450027729010;Privado;Urbano;24;24;34;1
6;192960044366419;Estatal;Urbano;30;30;31;1
6;210210047447421;Privado;Urbano;31;31;38;1
6;280320059155228;Privado;Urbano;86;84;99;1
6;284210059771428;Privado;Urbano;47;47;53;1
6;616330000616330;Privado;Urbano;41;41;42;1
6;308151520003081;Privado;Urbano;62;62;85;1
6;155520022190415;Privado;Urbano;47;47;47;1
6;160210022806816;Privado;Urbano;28;25;28;1
6;364210047462836;Privado;Urbano;88;79;91;1
6;380800049312038;Privado;Urbano;27;27;32;1
6;415170038845841;Privado;Urbano;52;50;58;1
6;696000061660069;Privado;Urbano;22;22;23;1
6;431694942004316;Privado;Urbano;21;20;21;1
6;555036372005550;Privado;Urbano;46;46;49;1
6;202720017267620;Privado;Urbano;20;20;21;1
6;429210035151942;Privado;Urbano;72;72;82;1
6;469960038235446;Privado;Urbano;8;8;8;1
6;698650054886369;Privado;Urbano;14;14;14;1
6;299520022204829;Privado;Urbano;50;50;60;1
6;369600027139236;Privado;Urbano;12;12;16;1
6;378450027756037;Privado;Urbano;15;15;17;1
6;423000030840042;Estatal;Urbano;18;18;23;1
6;431970031456843;Estatal;Urbano;31;27;34;1
6;550400039475255;Estatal;Urbano;34;31;45;1
6;606200043176060;Estatal;Rural;0;0;1;0
6;748850052428074;Estatal;Urbano;69;68;82;1
6;807170056128880;Estatal;Urbano;30;30;35;1
6;555218172005552;Privado;Urbano;56;56;58;1
6;678591001000678;Privado;Urbano;52;52;56;1
6;492960032078849;Estatal;Urbano;17;17;25;1
6;686570043799968;Privado;Urbano;21;21;25;1
6;707370045033770;Privado;Urbano;12;12;16;1
6;759720048118275;Estatal;Urbano;83;69;124;1
6;887400055521088;Estatal;Urbano;2;2;2;1
6;101796006292381;Estatal;Urbano;63;39;80;1
6;176000271480176;Privado;Urbano;57;57;57;1
6;211200296160211;Estatal;Urbano;38;38;54;1
6;409200407220409;Privado;Urbano;46;46;55;1
6;475700438070475;Privado;Urbano;36;36;38;1
6;639600505940639;Estatal;Urbano;62;62;75;1
6;902100598490902;Estatal;Urbano;41;19;53;1
6;999600629340999;Estatal;Urbano;24;23;50;1
6;185133060018513;Estatal;Urbano;173;156;184;1
6;246844120024684;Estatal;Urbano;33;32;85;1
6;678811210006788;Privado;Urbano;49;41;50;1
6;347200172788347;Privado;Urbano;0;0;46;0
6;944000247280944;Privado;Urbano;22;22;35;1
6;120050030291812;Privado;Urbano;86;86;95;1
6;123000030910012;Privado;Urbano;27;25;27;1
6;144210035237414;Privado;Urbano;0;0;21;0
6;164920023499216;Privado;Urbano;15;15;16;1
6;725001795107250;Estatal;Urbano;75;75;85;1
6;167700266170167;Estatal;Urbano;14;14;15;1
6;489600445680489;Estatal;Urbano;43;42;55;1
6;577200482820577;Privado;Urbano;13;13;13;1
